,class,kindom,phylum,class,order,family,genus,species
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Parashewanella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Parashewanella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Parashewanella|s_Parashewanella_spongiae,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Parashewanella,s_Parashewanella_spongiae
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Parashewanella|s_Parashewanella_tropica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Parashewanella,s_Parashewanella_tropica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._W3-18-1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._W3-18-1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._MEBiC00475,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._MEBiC00475
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._MR-4,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._MR-4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_polaris,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_polaris
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_donghaensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_donghaensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_putrefaciens,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_putrefaciens
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_japonica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_japonica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_aestuarii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_aestuarii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_psychrophila,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_psychrophila
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_benthica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_benthica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_pealeana,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_pealeana
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_frigidimarina,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_frigidimarina
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_woodyi,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_woodyi
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_amazonensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_amazonensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_bicestrii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_bicestrii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sediminis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sediminis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_livingstonensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_livingstonensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_chilikensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_chilikensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_maritima,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_maritima
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_piezotolerans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_piezotolerans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_decolorationis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_decolorationis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_oneidensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_oneidensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_baltica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_baltica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_denitrificans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_denitrificans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_algae,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_algae
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_violacea,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_violacea
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_marisflavi,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_marisflavi
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_halifaxensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_halifaxensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_khirikhana,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_khirikhana
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_loihica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_loihica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._WPAGA9,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._WPAGA9
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._WE21,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._WE21
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._Arc9-LZ,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._Arc9-LZ
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._YLB-08,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._YLB-08
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._MR-7,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._MR-7
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._ANA-3,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._ANA-3
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._FDAARGOS_354,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._FDAARGOS_354
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._M2,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._M2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._Scap07,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._Scap07
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._SNU_WT4,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._SNU_WT4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._Pdp11,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._Pdp11
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Shewanella|s_Shewanella_sp._YLB-06,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Shewanellaceae,g_Shewanella,s_Shewanella_sp._YLB-06
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Agarivorans,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Agarivorans,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Agarivorans|s_Agarivorans_gilvus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Agarivorans,s_Agarivorans_gilvus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Saliniradius,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Saliniradius,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Saliniradius|s_Saliniradius_amylolyticus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Saliniradius,s_Saliniradius_amylolyticus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Hydrocarboniclastica,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Hydrocarboniclastica,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Hydrocarboniclastica|s_Hydrocarboniclastica_marina,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Hydrocarboniclastica,s_Hydrocarboniclastica_marina
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Lacimicrobium,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Lacimicrobium,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Lacimicrobium|s_Lacimicrobium_alkaliphilum,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Lacimicrobium,s_Lacimicrobium_alkaliphilum
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Catenovulum,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Catenovulum,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Catenovulum|s_Catenovulum_sp._CCB-QB4,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Catenovulum,s_Catenovulum_sp._CCB-QB4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Catenovulum|s_Catenovulum_sediminis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Catenovulum,s_Catenovulum_sediminis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Paraglaciecola,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Paraglaciecola,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Paraglaciecola|s_Paraglaciecola_mesophila,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Paraglaciecola,s_Paraglaciecola_mesophila
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Paraglaciecola|s_Paraglaciecola_psychrophila,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Paraglaciecola,s_Paraglaciecola_psychrophila
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Paraglaciecola|s_Paraglaciecola_sp._L3A3,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Paraglaciecola,s_Paraglaciecola_sp._L3A3
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Paraglaciecola|s_Paraglaciecola_sp._L1A13,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Paraglaciecola,s_Paraglaciecola_sp._L1A13
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Glaciecola,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Glaciecola,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Glaciecola|s_Glaciecola_nitratireducens,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Glaciecola,s_Glaciecola_nitratireducens
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Glaciecola|s_Glaciecola_amylolytica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Glaciecola,s_Glaciecola_amylolytica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._B31-7,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._B31-7
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._MB-3u-76,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._MB-3u-76
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_australica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_australica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._Mac1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._Mac1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_stellipolaris,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_stellipolaris
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_addita,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_addita
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_mediterranea,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_mediterranea
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_naphthalenivorans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_naphthalenivorans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_macleodii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_macleodii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_pelagimontana,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_pelagimontana
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._BL110,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._BL110
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._76-1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._76-1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._RW2A1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._RW2A1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas|s_Alteromonas_sp._RKMC-009,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Alteromonas,s_Alteromonas_sp._RKMC-009
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Salinimonas,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas|s_Salinimonas_sediminis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Salinimonas,s_Salinimonas_sediminis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas|s_Salinimonas_lutimaris,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Salinimonas,s_Salinimonas_lutimaris
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas|s_Salinimonas_sp._G2-b,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Salinimonas,s_Salinimonas_sp._G2-b
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas|s_Salinimonas_sp._KX18D6,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Salinimonas,s_Salinimonas_sp._KX18D6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_adhaerens,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_adhaerens
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_psychrophilus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_psychrophilus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_fonticola,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_fonticola
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_salarius,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_salarius
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_salinus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_salinus
