Classification	MFVF11801	MFVF11802	MFVF11803	MFVF11804	MFVF11806	MFVF11807	MFVF11808	MFVF11809	MFVF11815	MFVF11817	MFVF11818	MFVF11819	MFVF11821	MFVF11822	MFVF11823	MFVF11824	MFVF11825	MFVF11829	MFVF11836	MFVF11837	MFVF11838	MFVF11839	MFVF11841	MFVF11842	MFVF11844	MFVF11845
group	low	low	high	high	high	low	low	high	high	low	high	high	high	high	low	low	low	high	high	high	low	high	high	high	low	high
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Hungateiclostridiaceae|g_Mageeibacillus|s_Mageeibacillus_indolicus	3.00E-05	6.20E-05	6.71E-05	0.000302205	9.36E-05	0.000348273	7.93E-05	5.85E-05	0.000117504	0.00018979	9.09E-05	9.00E-05	9.00E-05	5.74E-05	0.000169561	0.00011454	6.70E-05	7.75E-05	0.000110166	0.00015402	0.000176289	9.93E-05	5.11E-05	5.21E-05	6.18E-05	8.46E-05
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Magnetospirillum|s_Magnetospirillum_gryphiswaldense	6.35E-05	6.72E-05	0.000104912	0.000230904	0.000102268	9.67E-05	9.57E-05	0.00010124	0.000169573	0.000273565	4.35E-05	5.91E-05	7.90E-05	7.39E-05	0.000195471	0.000526034	7.69E-05	6.77E-05	0.000148585	0.000141515	0.000327007	0.000109347	0.000118556	4.31E-05	2.44E-05	6.46E-05
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_Megamonas_funiformis	3.74E-06	0.000196645	0.00382557	2.47E-05	1.83E-05	3.20E-05	1.49E-05	1.10E-05	1.79E-05	0.020597016	0.013758513	0.012124542	2.29E-05	0.004196942	2.26E-05	6.66E-05	1.46E-05	1.72E-05	0.016346621	0.010935262	2.96E-05	0.021947945	0.006706367	7.38E-05	6.02E-05	2.05E-05
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera_elsdenii	0.000350742	6.06E-05	4.91E-05	0.000189643	9.41E-05	0.000401471	3.33E-05	0.018895928	0.000141311	0.000117284	4.13E-05	0.027889959	0.031934985	5.44E-05	0.047039542	0.000410682	0.024910427	6.57E-05	0.00016485	0.000151351	0.000199624	0.00010815	8.76E-05	9.80E-05	8.28E-05	0.029630115
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera_stantonii	8.29E-05	4.57E-05	5.77E-05	0.0001409	0.000114685	0.000193004	4.31E-05	0.00034757	0.000181337	0.000170036	4.50E-05	0.000523527	0.000285797	7.45E-05	0.000786721	0.000270418	5.54E-05	6.68E-05	7.78E-05	0.00014853	0.000210013	8.65E-05	7.63E-05	9.41E-05	5.33E-05	0.00046759
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiales_Family_XIII_Incertae_Sedis|g_Mogibacterium|s_Mogibacterium_diversum	1.70E-05	1.84E-05	2.23E-05	5.08E-05	4.41E-05	5.26E-05	2.25E-05	4.16E-05	4.48E-05	4.01E-05	1.22E-05	1.79E-05	2.75E-05	3.74E-05	5.20E-05	0.000154073	1.47E-05	1.83E-05	2.78E-05	4.32E-05	3.55E-05	2.38E-05	1.95E-05	1.99E-05	1.64E-05	2.61E-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiales_Family_XIII_Incertae_Sedis|g_Mogibacterium|s_Mogibacterium_pumilum	1.24E-05	1.57E-05	1.44E-05	4.81E-05	6.48E-05	6.53E-05	2.17E-05	4.12E-05	5.82E-05	7.94E-05	3.60E-05	3.41E-05	3.52E-05	2.52E-05	5.09E-05	0.000108944	5.42E-05	5.46E-05	7.08E-05	7.29E-05	9.06E-05	3.22E-05	3.64E-05	4.31E-05	3.72E-05	3.56E-05
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella|s_Moraxella_bovis	3.30E-06	2.33E-06	1.91E-06	8.84E-06	1.35E-05	9.30E-06	3.16E-06	3.23E-06	7.17E-06	9.37E-06	3.49E-06	5.54E-06	6.29E-06	1.05E-05	1.13E-05	1.46E-05	5.76E-06	8.76E-06	5.29E-06	3.35E-06	1.65E-05	1.72E-06	1.07E-05	2.37E-06	1.06E-05	7.04E-06
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella|s_Moraxella_bovoculi	2.38E-06	0	2.11E-06	3.40E-07	6.98E-08	1.01E-06	1.52E-06	3.84E-06	1.81E-06	1.83E-06	4.28E-07	8.24E-07	1.61E-06	9.97E-08	2.46E-07	5.87E-06	4.55E-06	1.01E-06	9.98E-07	1.45E-06	1.18E-05	2.20E-06	5.49E-07	1.63E-06	7.76E-08	4.10E-06
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella|s_Moraxella_catarrhalis	2.64E-07	3.62E-07	1.47E-07	4.53E-07	1.12E-06	1.20E-06	1.56E-06	1.55E-06	9.12E-06	2.34E-06	6.12E-07	7.49E-07	1.89E-06	1.70E-06	1.23E-06	4.06E-06	1.34E-06	1.41E-06	1.90E-06	1.52E-06	7.99E-08	5.74E-07	6.59E-07	2.23E-06	6.98E-07	1.08E-06
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella|s_Moraxella_cuniculi	4.40E-08	1.55E-07	4.61E-06	1.02E-06	7.39E-06	2.67E-06	1.03E-06	5.79E-06	2.16E-06	1.68E-06	1.22E-07	6.74E-07	1.05E-05	1.89E-06	1.56E-06	2.53E-06	2.01E-06	1.82E-06	1.80E-06	2.59E-06	3.68E-06	1.44E-06	2.91E-06	2.15E-06	1.01E-05	3.94E-06
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella|s_Moraxella_osloensis	7.75E-06	7.77E-06	2.65E-06	2.26E-05	3.84E-06	6.15E-05	4.34E-06	1.38E-05	1.31E-05	7.76E-06	2.69E-06	4.34E-06	9.09E-06	4.39E-06	1.09E-05	1.53E-05	2.72E-05	9.90E-06	1.24E-05	1.12E-05	1.01E-05	4.07E-06	3.79E-06	1.35E-05	1.03E-05	7.35E-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Mucinivorans|s_Mucinivorans_hirudinis	3.26E-05	3.45E-05	4.60E-05	0.000113922	8.32E-05	6.51E-05	2.68E-05	5.53E-05	4.35E-05	6.96E-05	0.000117969	7.32E-05	0.000101067	9.34E-05	7.39E-05	9.36E-05	5.84E-05	4.18E-05	0.000208657	4.06E-05	8.03E-05	4.04E-05	4.64E-05	0.000178784	0.000159123	8.85E-05
k_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Murdochiella|s_Murdochiella_vaginalis	3.25E-05	4.57E-05	3.81E-05	0.000111201	6.36E-05	0.000165117	3.65E-05	3.50E-05	0.000121611	0.000245835	2.83E-05	6.28E-05	6.23E-05	6.40E-05	0.000175875	0.000187018	7.54E-05	6.16E-05	6.58E-05	0.000155392	0.000115875	6.39E-05	5.03E-05	7.34E-05	3.57E-05	6.39E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_Muribaculum|s_Muribaculum_intestinale	7.34E-05	6.81E-05	0.000122087	0.000333717	0.000460345	0.000276023	0.000140417	0.000296983	0.000182729	0.000167109	0.000231658	0.000132248	0.000235263	0.000369899	0.000329201	0.000341001	0.000197667	0.000134827	0.000279307	0.000280743	0.000273145	0.000122124	0.000220905	0.000317788	0.000308703	0.000194243
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_bacilliformis	1.50E-06	2.80E-06	4.37E-06	2.21E-05	1.47E-05	1.38E-05	3.62E-06	5.93E-06	1.31E-05	8.27E-06	3.00E-06	6.52E-06	7.20E-06	6.58E-06	1.15E-05	1.36E-05	4.96E-06	4.92E-06	5.59E-06	1.05E-05	1.94E-05	4.74E-06	5.88E-06	2.60E-06	1.09E-06	7.66E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_cinerea	1.23E-06	3.62E-07	6.87E-07	1.25E-06	5.09E-06	6.53E-06	1.68E-06	1.30E-05	1.67E-06	3.73E-06	1.41E-06	3.29E-06	1.03E-05	5.09E-06	3.85E-06	2.08E-05	1.06E-05	6.87E-06	1.02E-05	2.52E-06	7.91E-06	3.45E-06	8.13E-06	1.86E-06	1.06E-05	1.18E-05
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_elongata	8.37E-06	7.77E-06	1.22E-05	2.69E-05	1.32E-05	2.67E-05	7.24E-06	8.35E-06	1.60E-05	1.66E-05	1.48E-05	1.23E-05	1.66E-05	1.49E-05	1.07E-05	3.74E-05	3.28E-05	1.71E-05	1.38E-05	2.75E-05	1.90E-05	9.00E-06	1.21E-05	6.98E-06	6.21E-06	1.20E-05
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_flavescens	3.22E-06	3.11E-07	5.89E-07	1.47E-06	2.09E-07	6.26E-06	5.71E-07	2.02E-07	5.85E-06	1.10E-06	1.41E-06	3.00E-07	7.62E-06	3.59E-06	1.64E-06	6.59E-06	2.54E-06	6.20E-06	1.20E-06	1.52E-07	1.52E-06	1.63E-06	1.65E-07	8.16E-06	2.33E-06	1.08E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_gonorrhoeae	8.81E-07	3.31E-06	8.34E-07	4.76E-06	1.01E-05	1.09E-05	2.29E-07	1.21E-06	2.51E-06	1.10E-06	4.89E-07	3.52E-06	3.01E-06	3.19E-06	4.59E-06	1.53E-05	5.36E-06	6.13E-06	5.09E-06	2.13E-06	1.93E-05	1.29E-06	2.20E-06	8.09E-06	1.24E-06	2.47E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_lactamica	1.41E-05	9.99E-06	1.02E-05	6.67E-05	9.07E-07	7.64E-06	9.52E-07	1.95E-05	1.90E-05	4.26E-05	1.17E-05	4.00E-05	2.50E-05	1.31E-05	3.57E-05	4.54E-05	1.27E-05	1.52E-05	4.59E-06	3.42E-05	2.45E-05	1.82E-06	2.58E-06	3.35E-05	1.63E-06	2.32E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_meningitidis	1.04E-05	1.61E-05	1.39E-05	1.85E-05	2.32E-05	2.26E-05	1.27E-05	3.94E-05	3.09E-05	2.59E-05	4.28E-06	1.01E-05	7.55E-06	1.92E-05	2.18E-05	6.31E-05	5.36E-06	9.10E-06	1.59E-05	1.91E-05	3.39E-05	6.60E-06	5.27E-06	1.36E-05	3.96E-06	1.01E-05
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_mucosa	1.38E-05	5.64E-06	1.62E-06	9.30E-06	1.53E-06	2.08E-05	1.33E-06	7.81E-06	1.91E-05	1.43E-05	2.39E-06	2.17E-06	7.90E-06	1.19E-05	2.26E-05	4.37E-05	1.02E-05	6.74E-06	5.19E-06	1.04E-05	1.73E-05	1.04E-05	2.91E-06	1.26E-05	4.97E-06	6.26E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_polysaccharea	1.06E-06	2.23E-06	1.03E-06	6.80E-06	2.43E-05	1.67E-05	6.97E-06	3.57E-06	9.12E-06	4.24E-06	7.83E-06	2.17E-06	1.54E-06	1.10E-06	4.35E-06	5.14E-06	9.11E-05	4.51E-06	9.98E-07	7.93E-06	1.28E-06	1.39E-05	1.33E-05	3.27E-06	6.21E-07	2.37E-05
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_sicca	5.24E-06	3.11E-07	4.91E-08	1.22E-05	2.16E-06	1.22E-05	1.87E-06	4.11E-06	7.73E-06	3.44E-06	1.59E-06	3.59E-06	5.17E-06	3.89E-06	1.34E-05	1.10E-05	7.50E-06	3.50E-06	3.79E-06	5.03E-06	8.55E-06	5.22E-06	3.30E-06	4.75E-06	2.56E-06	6.26E-06
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Neisseria|s_Neisseria_subflava	9.65E-06	9.32E-07	2.55E-06	4.53E-06	1.45E-05	2.05E-05	2.36E-06	3.97E-06	1.16E-05	1.05E-05	9.36E-06	4.79E-06	1.29E-05	9.08E-06	2.04E-05	2.31E-05	6.83E-06	7.75E-06	2.63E-05	2.06E-06	8.71E-06	9.57E-06	3.79E-06	3.91E-05	4.73E-06	1.59E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter|s_Odoribacter_splanchnicus	0.006368846	0.03504608	0.010866914	0.010579772	0.005401428	0.003180105	0.004907008	0.001998053	0.011353862	0.013857188	0.003136984	0.00552343	0.004118853	0.005897041	0.006713	0.00527171	0.017542922	0.002111617	0.002245935	0.010521772	0.00208207	0.011358433	0.001815859	0.002714038	0.001800314	0.001787001
k_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella_timonensis	3.61E-05	6.53E-05	5.56E-05	0.000181368	0.00013066	0.000175517	4.11E-05	8.29E-05	0.000139362	0.000154013	3.88E-05	9.23E-05	6.51E-05	6.15E-05	0.000259917	0.000408967	6.59E-05	8.38E-05	7.58E-05	0.000150436	0.000252207	0.000151794	5.94E-05	4.61E-05	3.01E-05	6.88E-05
k_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella_uli	2.46E-05	3.78E-05	3.17E-05	9.86E-05	8.86E-05	0.000122319	2.88E-05	4.48E-05	9.29E-05	9.20E-05	2.61E-05	4.93E-05	3.33E-05	4.59E-05	0.000112986	0.00028847	3.83E-05	6.48E-05	5.95E-05	9.28E-05	0.000171575	7.67E-05	4.28E-05	3.40E-05	1.66E-05	4.24E-05
k_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Olsenella|s_Olsenella_umbonata	4.02E-05	5.56E-05	4.70E-05	0.00018885	0.00015975	0.000183248	4.47E-05	8.03E-05	0.000147367	0.000140916	4.19E-05	8.63E-05	8.48E-05	0.000100428	0.000214411	0.000385229	6.76E-05	9.64E-05	0.000124735	0.000193135	0.000245974	0.000109873	8.38E-05	6.02E-05	4.19E-05	9.60E-05
k_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Ornithobacterium|s_Ornithobacterium_rhinotracheale	8.77E-06	4.30E-06	2.39E-05	5.80E-05	3.69E-05	6.08E-05	9.29E-06	8.68E-05	6.52E-05	0.000135575	6.70E-05	2.30E-05	0.00017823	0.000148598	2.30E-05	4.20E-05	2.00E-05	8.46E-05	0.000167145	6.45E-05	3.87E-05	0.000152894	0.000121303	0.000112955	0.000132357	0.000152023
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_valericigenes	0.000469535	0.000853214	0.000657346	0.002141278	0.00177713	0.002143295	0.000505645	0.001103803	0.00197111	0.001870979	0.000604647	0.001119843	0.00079784	0.000872938	0.002110414	0.004591513	0.000908517	0.001519012	0.001458606	0.002747121	0.004101408	0.001287422	0.000992671	0.000586743	0.00026642	0.000784626
k_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Paenibacillaceae|g_Paenibacillus|s_Paenibacillus_polymyxa	3.26E-05	5.82E-05	5.52E-05	0.000215035	0.000151169	0.00016484	4.06E-05	9.94E-05	0.000190526	0.000166158	6.99E-05	6.77E-05	0.00010533	0.000161363	0.000133812	0.000318978	9.04E-05	7.69E-05	0.000152776	0.000132213	0.000172134	6.44E-05	8.27E-05	0.000143754	8.59E-05	0.000131454
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Pannonibacter|s_Pannonibacter_phragmitetus	2.71E-05	3.08E-05	3.83E-05	6.23E-05	9.00E-05	6.56E-05	3.04E-05	5.83E-05	0.0001182	7.09E-05	4.42E-05	6.63E-05	5.67E-05	4.54E-05	0.000171037	0.000124919	4.37E-05	3.16E-05	4.48E-05	0.000162026	0.00015775	6.41E-05	4.00E-05	5.32E-05	1.02E-05	2.97E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides_distasonis	0.048067094	0.026001877	0.009868383	0.026887717	0.003694058	0.008780356	0.01129717	0.001957908	0.014238758	0.030050759	0.005302386	0.015109042	0.005607805	0.004994883	0.005977524	0.017950405	0.004720699	0.003356123	0.002225479	0.021966063	0.005582447	0.01629445	0.003926624	0.002289084	0.002104673	0.001005082
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Paraprevotella|s_Paraprevotella_xylaniphila	0.000866129	0.000430671	0.000396096	0.005279854	0.000471785	0.000339529	0.000330115	0.000397617	0.000519647	0.002193052	0.005090115	0.001530592	0.000729903	0.00650729	0.001380104	0.002032108	0.000958202	0.000326523	0.001270006	0.002942009	0.00034259	0.000760882	0.000986683	0.001326962	0.001072508	0.000622783
k_Bacteria|p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Parolsenella|s_Parolsenella_catena	4.79E-05	5.07E-05	4.39E-05	0.00012333	0.005645238	0.000198434	4.10E-05	7.31E-05	0.000133445	0.000170621	3.55E-05	7.19E-05	5.37E-05	7.39E-05	0.001957579	0.00350993	0.000675763	8.21E-05	9.63E-05	0.000143955	0.000255883	9.84E-05	6.04E-05	8.57E-05	6.25E-05	0.000119623
k_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Parvimonas|s_Parvimonas_micra	1.20E-05	2.93E-05	6.36E-05	5.60E-05	3.17E-05	4.93E-05	1.25E-05	2.43E-05	4.02E-05	8.01E-05	1.55E-05	2.49E-05	2.76E-05	1.61E-05	4.28E-05	9.15E-05	0.001763198	2.94E-05	2.36E-05	4.95E-05	4.78E-05	4.25E-05	1.19E-05	2.06E-05	1.01E-05	3.65E-05
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Pasteurella|s_Pasteurella_multocida	3.00E-06	3.31E-06	0.000202513	1.96E-05	1.42E-05	3.82E-05	7.68E-05	0.000278797	2.70E-05	0.00039736	3.24E-06	5.41E-05	2.41E-05	6.78E-06	8.77E-06	6.53E-05	0.000165526	1.67E-05	2.37E-05	1.99E-05	2.80E-05	8.28E-06	1.31E-05	1.19E-05	9.15E-06	2.96E-05
k_Bacteria|p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Pauljensenia|s_Pauljensenia_hongkongensis	2.86E-06	5.64E-06	8.69E-06	2.47E-05	8.79E-06	1.62E-05	3.43E-06	3.84E-06	1.45E-05	2.58E-05	2.69E-06	4.04E-06	9.65E-06	6.18E-06	1.38E-05	4.95E-05	2.54E-06	9.64E-06	7.58E-06	9.91E-06	3.27E-05	7.08E-06	3.79E-06	6.31E-06	2.09E-06	7.42E-06
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Dysgonomonadaceae|g_Petrimonas|s_Petrimonas_mucosa	5.43E-05	6.08E-05	8.96E-05	0.000287355	0.000169656	0.000212608	4.36E-05	0.000190018	0.000221155	8.87E-05	0.000474874	8.11E-05	0.000354572	0.000802728	0.000176859	0.000214818	0.000215746	0.000277942	0.000271225	0.000159586	0.000275302	9.90E-05	0.000182613	0.000467702	0.000611354	0.000332733
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_Phascolarctobacterium_faecium	4.85E-05	0.010559009	0.00927159	0.00060611	4.76E-05	0.000290657	6.12E-05	0.00034831	6.49E-05	0.002494859	0.000308531	0.000460623	0.000521269	0.000453473	4.09E-05	7.10E-05	0.000390378	0.000296337	0.000489661	0.000466177	9.45E-05	0.021154427	0.000436755	0.00011533	0.000611277	4.26E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas_asaccharolytica	6.81E-05	0.000122502	4.43E-05	0.000129338	0.000115034	9.71E-05	0.000135504	0.00016065	6.63E-05	0.000137112	0.000106717	7.68E-05	0.00012504	0.00015887	0.000129385	0.000280166	0.100797443	0.000229159	0.00017433	0.000134653	0.000130179	7.71E-05	8.17E-05	0.000154367	0.00013802	0.000737689
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas_cangingivalis	6.68E-05	3.97E-05	2.74E-05	0.000219002	0.000115871	7.49E-05	3.51E-05	0.000116059	8.36E-05	0.00012321	9.74E-05	0.000112703	0.000103094	0.000116584	9.98E-05	0.000182776	0.000209586	6.55E-05	0.000189598	0.000123216	8.75E-05	5.74E-05	6.96E-05	0.000169507	0.000121728	7.25E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas_crevioricanis	2.03E-05	1.51E-05	2.31E-05	5.79E-05	5.58E-05	4.86E-05	2.67E-05	3.76E-05	3.13E-05	4.28E-05	2.53E-05	2.78E-05	4.18E-05	6.25E-05	2.47E-05	9.43E-05	0.000336676	2.92E-05	5.23E-05	4.70E-05	3.78E-05	1.99E-05	2.84E-05	7.71E-05	6.86E-05	2.61E-05
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas_gingivalis	6.94E-05	5.49E-05	8.92E-05	0.0002767	0.000179422	0.000187574	7.44E-05	0.000211505	0.000169294	0.000123722	0.000676444	0.000167669	0.000314523	0.000294403	0.000129549	0.000308598	0.0006234	9.29E-05	0.000679159	0.000210519	0.000204978	0.000168255	0.000526744	0.000259604	0.000183561	0.000400007
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_copri	0.004781237	0.025287215	0.000309192	0.178555029	0.144463381	0.073171414	6.06E-05	0.5300876	0.232979075	0.005688591	0.558354504	0.328061545	0.57366495	0.446681491	0.033234898	0.068066583	0.053049947	0.038701442	0.456811175	0.08594007	0.49876042	0.399954577	0.609652165	0.458315281	0.68787893	0.494077379
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_dentalis	0.000118309	0.000256083	5.46E-05	0.001956056	0.001576989	0.001688994	6.20E-05	0.001693391	0.001741115	0.000412212	0.001800058	0.00062949	0.002343196	0.002248316	0.001292863	0.001019845	0.001290191	0.000794072	0.005393358	0.000886377	0.000925959	0.00085549	0.002173339	0.005310966	0.003400154	0.002461901
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_denticola	9.55E-05	0.000336543	5.73E-05	0.001936445	0.001708486	0.001537315	5.98E-05	0.001762366	0.002007656	0.000209911	0.001625642	0.000935474	0.002497732	0.003001178	0.001310246	0.000978596	0.001242783	0.000846695	0.005522783	0.00087067	0.000846525	0.000727958	0.00162484	0.005532052	0.003771467	0.00247899
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_enoeca	4.32E-05	0.000105208	3.05E-05	0.000613705	0.000653719	0.000654024	3.44E-05	0.000546344	0.000717413	8.96E-05	0.000730138	0.000377949	0.000948322	0.001443693	0.00036864	0.000373585	0.000459883	0.000238929	0.001859555	0.000495456	0.00046286	0.000274635	0.000789786	0.001974116	0.00176804	0.001019232
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_fusca	7.93E-05	0.000153826	2.99E-05	0.001362415	0.001040118	0.000911087	2.76E-05	0.000991988	0.001591033	0.000144501	0.001171561	0.000684157	0.001708629	0.002388536	0.000439154	0.000515112	0.000680852	0.000350645	0.003770401	0.000542577	0.000706117	0.00060971	0.001087109	0.003242374	0.002701674	0.001784681
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_intermedia	0.000242343	0.000553328	0.000201728	0.002318452	0.003196671	0.001810208	0.000191183	0.001804667	0.00238474	0.000281979	0.003107813	0.001916029	0.004840229	0.004477483	0.00157746	0.001421952	0.003078432	0.001033607	0.006189968	0.00122301	0.002931392	0.000893534	0.002195589	0.006542265	0.005404047	0.003144843
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_jejuni	0.000109367	0.000121829	1.58E-05	0.000950596	0.000630977	0.000538332	3.46E-05	0.000725114	0.001060526	0.000260175	0.000599571	0.000581638	0.001086083	0.001350645	0.000356751	0.000595082	0.0004789	0.000246947	0.002648581	0.000377501	0.000513845	0.000244009	0.000513833	0.002689399	0.001687354	0.001013665
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_melaninogenica	6.38E-05	0.00017697	5.02E-05	0.002156581	0.001448282	0.001530412	4.75E-05	0.00174849	0.002704742	0.000147574	0.00173615	0.001255985	0.003148515	0.00416074	0.000752858	0.000894023	0.001129084	0.000622927	0.007425746	0.000796939	0.00100843	0.001081266	0.00192057	0.007500082	0.005409633	0.003110356
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_oris	4.40E-05	0.000149166	2.95E-05	0.001301317	0.001140711	0.001117252	3.68E-05	0.001040351	0.001560126	8.21E-05	0.001273507	0.000745339	0.001811652	0.002683239	0.000411276	0.000611149	0.000647238	0.000346535	0.004101199	0.000621951	0.000752467	0.000627991	0.001321968	0.003688999	0.00323273	0.002095763
k_Bacteria|p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella_ruminicola	7.71E-05	0.000207259	2.73E-05	0.001758364	0.001632308	0.001357748	4.16E-05	0.001519472	0.001953011	0.000165061	0.001971233	0.000846135	0.002359132	0.003260776	0.000700875	0.000851601	0.000965969	0.000545373	0.00554344	0.0008282	0.001001638	0.00092483	0.001899749	0.005065389	0.004256361	0.002626605
